handle,title,subtitle,description,category_handle,dietary_flags,vat_rate,status
chilli-whole-stemless,Chilli Whole Stemless,,This is the whole dried fruit of the Capsicum annum. It is a fiery hot chilli; and it can be a good idea to remove the chilli from your dish before eating. For a light chilli flavour; heat slowly in a pan with oil; and then remove before adding the other ingredients.This chilli comes from India and is suitable for both vegetarians and vegans.Do not eat raw.Our products are manufactured in a site that handles gluten; soya; milk; nuts; peanuts; sesame; mustard; celery and sulphites.,whole_spices_seeds,vegetarian;vegan;gluten-free,0,published
chinese-5-spice,Chinese 5 Spice,,Chinese 5 Spice is a mix of five spices which cover the five tastes - sweet; sour; bitter; salty and umami. Containing fennel; cassia (similar flavour to cinnamon); ginger; pepper and cloves. This mixture is used acrossmany different kinds of Chinese cuisines; and especially for flavouring meat dishes.Ingredients:Fennel; Cassia; Ginger; Pepper; ClovesOur products are manufactured in a site that handles gluten; soya; milk; nuts; peanuts; sesame; mustard; celery and sulphites.,masalas_spice_blends,vegetarian;vegan;gluten-free,0,published
cinnamon-sticks,Cinnamon Sticks,,Natco Cinnamon give a sweet; mild spicy flavour. Delicious in puddings; cakes; stewed fruits and hot drinks.Our products are manufactured in a site that handles gluten; soya; milk; nuts; peanuts; sesame; mustard; celery and sulphites.,whole_spices_seeds,vegetarian;vegan;gluten-free,0,published
cloves,Cloves,,Natco Cloves are one of the most useful spices. Use to make authentic garam masala; and in various dhals and pilau rice. It is used in many different types of cuisine. Add to hot water for a soothing drink.Our products are manufactured in a site that handles gluten; soya; milk; nuts; peanuts; sesame; mustard; celery and sulphites.,whole_spices_seeds,vegetarian;vegan;gluten-free,0,published
cloves-ground,Cloves Ground,,Natco Cloves are one of the most useful spices. Use to make authentic garam masala; and in various dhals and pilau rice. It is used in many different types of cuisines. This ground version is especially good in baking.Our products are manufactured in a site that handles gluten; soya; milk; nuts; peanuts; sesame; mustard; celery and sulphites.,powdered_spices,vegetarian;vegan;gluten-free,0,published
coriander-ground,Coriander Ground,,Natco Ground Coriander is used in many Indian dishes; and goes very well with cumin powder.Our products are manufactured in a site that handles gluten; soya; milk; nuts; peanuts; sesame; mustard; celery and sulphites.,powdered_spices,vegetarian;vegan;gluten-free,0,published
coriander-seeds,Coriander Seeds,,Natco Coriander Seeds are integral to many Indian dishes. They have a warm fragrant scent and a pleasant; mild taste.Our products are manufactured in a site that handles gluten; soya; milk; nuts; peanuts; sesame; mustard; celery and sulphites.,whole_spices_seeds,vegetarian;vegan;gluten-free,0,published
chilli-crushed,Chilli Crushed,,Natco Crushed Chillies; also known as chilli flakes; are hot and fiery; and can be used in place of whole chillies. They release their flavour quickly into dishes. Ideal as a seasoning for pizzas and casseroles.Our products are manufactured in a site that handles gluten; soya; milk; nuts; peanuts; sesame; mustard; celery and sulphites.,powdered_spices,vegetarian;vegan;gluten-free,0,published
cumin-ground-jar,Cumin Ground Jar,,Natco Ground Cumin gives a stronger flavour than whole seeds. Use in most Indian dishes; especially curries and dhals.Our products are manufactured in a site that handles gluten; soya; milk; nuts; peanuts; sesame; mustard; celery and sulphites.,powdered_spices,vegetarian;vegan;gluten-free,0,published
cumin-ground,Cumin Ground,,Natco Ground Cumin gives a stronger flavour than whole seeds. Use in most Indian dishes; especially curries and dhals.Our products are manufactured in a site that handles gluten; soya; milk; nuts; peanuts; sesame; mustard; celery and sulphites.,powdered_spices,vegetarian;vegan;gluten-free,0,published
cumin-seeds,Cumin Seeds,,Natco Cumin Seeds are an essential ingredient in curry and masala mixtures. Strongly aromatic - release their flavour by frying in oil before adding onions and other ingredients.Our products are manufactured in a site that handles gluten; soya; milk; nuts; peanuts; sesame; mustard; celery and sulphites.,whole_spices_seeds,vegetarian;vegan;gluten-free,0,published
cumin-seeds-black,Cumin Seeds Black,,Black Cumin Seeds are often confused with nigella seeds; but they are a different seed. They have a more mild flavour than regular cumin seeds and more peppery. They can be used in curries; lentils; and in pastries.Our products are manufactured in a site that handles gluten; soya; milk; nuts; peanuts; sesame; mustard; celery and sulphites.,whole_spices_seeds,vegetarian;vegan;gluten-free,0,published
cumin-seeds-jar,Cumin Seeds Jar,,Natco Cumin Seeds are an essential ingredient in curry and masala mixtures. Strongly aromatic - release their flavour by frying in oil before adding onions and other ingredients.Our products are manufactured in a site that handles gluten; soya; milk; nuts; peanuts; sesame; mustard; celery and sulphites.,whole_spices_seeds,vegetarian;vegan;gluten-free,0,published
curry-powder,Curry Powder,,Natco Madras Curry Powder is an authentic blend of exotic spices which should be used in Indian cooking. Excellent for adding flavour to sauces; soups and rice.Our products are manufactured in a site that handles gluten; soya; milk; nuts; peanuts; sesame; mustard; celery and sulphites.,masalas_spice_blends,vegetarian;vegan;gluten-free,0,published
curry-powder-hot,Curry Powder Hot,,Natco Madras Curry Powder is an authentic blend of exotic spices which should be used in Indian cooking. Excellent for adding flavour to sauces; soups and rice.Our products are manufactured in a site that handles gluten; soya; milk; nuts; peanuts; sesame; mustard; celery and sulphites.,masalas_spice_blends,vegetarian,0,published
curry-powder-medium-jar,Curry Powder Medium Jar,,Natco Madras Curry Powder is an authentic blend of exotic spices which should be used in Indian cooking. Excellent for adding flavour to sauces; soups and rice.Our products are manufactured in a site that handles gluten; soya; milk; nuts; peanuts; sesame; mustard; celery and sulphites.,masalas_spice_blends,vegetarian;vegan;gluten-free,0,published
curry-leaves,Curry Leaves,,The curry leaf is used mainly in South Indian cooking. Use generously; doubling the quantity in those recipes that require fresh curry leaves. Our products are manufactured in a site that handles gluten; soya; milk; nuts; peanuts; sesame; mustard; celery and sulphites.,herbs_leaves,vegetarian,0,published
fennel-seeds,Fennel Seeds,,Natco Fennel Seeds have a warm aroma and a sweetish taste like aniseed. Tastes great with seafood; pork; stuffings; sauces; pickles and some curries. In India it is chewed as a natural breath freshener and as an aid to digestion.Our products are manufactured in a site that handles gluten; soya; milk; nuts; peanuts; sesame; mustard; celery and sulphites.,whole_spices_seeds,vegetarian;vegan;gluten-free,0,published
fennel-seeds-jar,Fennel Seeds Jar,,Natco Fennel Seeds have a warm aroma and a sweetish taste like aniseed. Tastes great with seafood; pork; stuffings; sauces; pickles and some curries. In India it is chewed as a natural breath freshener and as an aid to digestion.Our products are manufactured in a site that handles gluten; soya; milk; nuts; peanuts; sesame; mustard; celery and sulphites.,whole_spices_seeds,vegetarian;vegan;gluten-free,0,published
garlic-flakes,Garlic Flakes,,&lt;p&gt;A useful store cupboard item to have at hand. Our garlic flakes retain the full flavour of fresh garlic.&lt;/p&gt;Our products are manufactured in a site that handles gluten; soya; milk; nuts; peanuts; sesame; mustard; celery and sulphites.,herbs_leaves,vegetarian;vegan;gluten-free,0,published
garlic-powder,Garlic Powder,,Natco Garlic Powder is a useful alternative to using fresh garlic in preparing Indian pastes. Mix in with butter and herbs to make your own garlic bread.Our products are manufactured in a site that handles gluten; soya; milk; nuts; peanuts; sesame; mustard; celery and sulphites.,powdered_spices,vegetarian;vegan;gluten-free,0,published
garlic-powder-jar,Garlic Powder Jar,,Natco Garlic Powder is a useful alternative to using fresh garlic in preparing Indian pastes. Mix in with butter and herbs to make your own garlic bread.Our products are manufactured in a site that handles gluten; soya; milk; nuts; peanuts; sesame; mustard; celery and sulphites.,powdered_spices,vegetarian;vegan;gluten-free,0,published
ginger-powder,Ginger Powder,,Gorgeously zesty; our ground ginger will bring warm and spicy tones to everything from dals and curries to your favourite baked treats. Spice up your culinary stories with the zingy addition of ginger. Keep in your cupboard for a pinch of aromatic flavour whenever you need it.,powdered_spices,vegetarian;vegan;gluten-free,0,published
ground-ginger-jar,Ground Ginger Jar,,Natco Ground Ginger is commonly used in Indian and Oriental cuisines. An essential ingredient for preparing pastes and marinades.Our products are manufactured in a site that handles gluten; soya; milk; nuts; peanuts; sesame; mustard; celery and sulphites.,powdered_spices,vegetarian;vegan;gluten-free,0,published
kala-namak,Kala Namak,,Sprinkle lightly on fruit for an authentic snack that you would get from street vendors in India. Kala Namak; or Black Salt; has a strong smell and comes from the Himalayan regions. It is also used in Ayurvedic medicine for its medical properties.Our products are manufactured in a site that handles gluten; soya; milk; nuts; peanuts; sesame; mustard; celery and sulphites.,powdered_spices,vegetarian;vegan;gluten-free,0,published
mace-ground,Mace Ground,,Mace is the outer layer of the nutmeg seed. Ground mace can be used in both savoury and sweet recipes.Our products are manufactured in a site that handles gluten; soya; milk; nuts; peanuts; sesame; mustard; celery and sulphites.,powdered_spices,vegetarian;vegan;gluten-free,0,published
methi-leaves-jar,Methi Leaves Jar,,Methi Leaves are grown from Fenugreek seeds and have a stronger; distinctive flavour. Natco Methi Leaves have been specially selected for their strong aroma and mildly bitter aftertaste which is characteristic of the finest Fenugreek. Commonly used in a variety of spice blends they are good in soups; stews and with most root vegetable dishes such as carrot and potato.Our products are manufactured in a site that handles gluten; soya; milk; nuts; peanuts; sesame; mustard; celery and sulphites.,herbs_leaves,vegetarian;vegan;gluten-free,0,published
methi-seeds-fenugreek,Methi Seeds Fenugreek,,Natco Methi Seeds; or Fenugreek Seeds; can be sauted in hot oil before adding vegetables to your dish. Used in pickles and chutneys and an important ingredient of the Vindaloo. Sprouts easily like cress. Excellent in salads.Our products are manufactured in a site that handles gluten; soya; milk; nuts; peanuts; sesame; mustard; celery and sulphites.,whole_spices_seeds,vegetarian;vegan;gluten-free,0,published
methi-seeds-jar,Methi Seeds Jar,,Natco Methi Seeds; or Fenugreek Seeds; can be sauted in hot oil before adding vegetables to your dish. Used in pickles and chutneys and an important ingredient of the Vindaloo. Sprouts easily like cress. Excellent in salads.Our products are manufactured in a site that handles gluten; soya; milk; nuts; peanuts; sesame; mustard; celery and sulphites.,whole_spices_seeds,vegetarian;vegan;gluten-free,0,published
moth-beans,Moth Beans,,Moth beans are widely eaten in Pakistan and India; with recipes and dishes varying by region. Boil in water until tender. In Maharashtra; they are used to make matki usal.Our products are manufactured in a site that handles gluten; soya; milk; nuts; peanuts; sesame; mustard; celery and sulphites.,beans_peas_pulses,vegetarian;vegan;gluten-free,0,published
mustard-seeds,Mustard Seeds,,Natco Mustard Seeds have a delicious; mild nutty flavour. Despite their name; these are not very hot at all. It is usually best to saute them in hot oil before adding other ingredients. Used in many Indian vegetable dishes and go well with potatoes.Our products are manufactured in a site that handles gluten; soya; milk; nuts; peanuts; sesame; mustard; celery and sulphites.,whole_spices_seeds,vegetarian;vegan;gluten-free,0,published
mustard-seeds-black-jar,Mustard Seeds Black Jar,,Natco Mustard Seeds have a delicious; mild nutty flavour. Despite their name; these are not very hot at all. It is usually best to saute them in hot oil before adding other ingredients. Used in many Indian vegetable dishes and go well with potatoes.Our products are manufactured in a site that handles gluten; soya; milk; nuts; peanuts; sesame; mustard; celery and sulphites.,whole_spices_seeds,vegetarian;vegan;gluten-free,0,published
kalwanji-nigella-seeds,Kalwanji (Nigella) Seeds,,Natco Kalwanji Seeds have a mild peppery flavour and are used in tandoori breads; spice mixes and buttered vegetables. Also known as onion or nigella seeds. They are sometimes mistaken for black cumin seeds; but they are a different kind of seed.Our products are manufactured in a site that handles gluten; soya; milk; nuts; peanuts; sesame; mustard; celery and sulphites.,whole_spices_seeds,vegetarian;vegan;gluten-free,0,published
kalwanji-nigella-seeds-jar,Kalwanji (Nigella) Seeds Jar,,Natco Kalwanji Seeds have a mild peppery flavour and are used in tandoori breads; spice mixes and buttered vegetables. Also known as onion or nigella seeds. They are sometimes mistaken for black cumin seeds; but they are a different kind of seed.Our products are manufactured in a site that handles gluten; soya; milk; nuts; peanuts; sesame; mustard; celery and sulphites.,whole_spices_seeds,vegetarian;vegan;gluten-free,0,published
nutmeg-ground,Nutmeg Ground,,Sprinkle Natco Ground Nutmeg into desserts; cake mixtures; custards and hot drinks.Our products are manufactured in a site that handles gluten; soya; milk; nuts; peanuts; sesame; mustard; celery and sulphites.,powdered_spices,vegetarian;vegan;gluten-free,0,published
nutmeg-ground-jar,Nutmeg Ground Jar,,Sprinkle Natco Ground Nutmeg into desserts; cake mixtures; custards and hot drinks.Our products are manufactured in a site that handles gluten; soya; milk; nuts; peanuts; sesame; mustard; celery and sulphites.,powdered_spices,vegetarian;vegan;gluten-free,0,published
nutmeg-whole-jar,Nutmeg Whole Jar,,Grate whole nutmeg into desserts; cake mixtures; custards; homemade granola and hot drinks.Our products are manufactured in a site that handles gluten; soya; milk; nuts; peanuts; sesame; mustard; celery and sulphites.,whole_spices_seeds,vegetarian;vegan;gluten-free,0,published
panchpuran-5-whole-spice,Panchpuran (5 Whole Spice),,Panch puran also known a bengali five spice; this is a 5-spice mixture typical of bebal. It consists of fennel seeds; mustard seeds; fenugreek seeds; cumin seeds and kalwanji seeds in equal proportions.Our products are manufactured in a site that handles gluten; soya; milk; nuts; peanuts; sesame; mustard; celery and sulphites.,masalas_spice_blends,vegetarian;vegan;gluten-free,0,published
paprika-powder,Paprika Powder,,Natco Paprika Powder is ground from the finest quality capsicums. It adds a wonderful flavour and a reddish colour to foods. A sweet piquant spice.Our products are manufactured in a site that handles gluten; soya; milk; nuts; peanuts; sesame; mustard; celery and sulphites.,powdered_spices,vegetarian;vegan;gluten-free,0,published
paprika-powder-jar,Paprika Powder Jar,,Natco Paprika Powder is ground from the finest quality capsicums. It adds a wonderful flavour and a reddish colour to foods. A sweet piquant spice.Our products are manufactured in a site that handles gluten; soya; milk; nuts; peanuts; sesame; mustard; celery and sulphites.,powdered_spices,vegetarian;vegan;gluten-free,0,published
saffron,Saffron,,Natco's Saffron is Mancha grade and of the finest quality. Saffron is strongly perfumed; with the scent of honey. It is used in a lot of rice dishes and desserts; especially in Iranian and Indian cuisines.Our products are manufactured in a site that handles gluten; soya; milk; nuts; peanuts; sesame; mustard; celery and sulphites.,whole_spices_seeds,vegetarian;vegan;gluten-free,0,published
takmuria-basil-seeds,Takmuria (Basil Seeds),,Basil seeds can be used in smoothies; drinks; desserts and baking.Basil seeds are very similar to chia seeds and can be used as a substitute in lots of recipes containing chia seeds. They are a little larger than chia seeds and have more fibre than chia seeds.They both swell and form a gel when soaked but basil seeds swell more quickly and to a larger size.Basil and Chia Seeds are good sources of calcium; iron and magnesium.Our products are manufactured in a site that handles gluten; soya; mi,whole_spices_seeds,vegetarian,0,published
tamarind-paste-jar,Tamarind Paste Jar,,Natco Tamarind Paste is one of the highest quality available. It is used widely in Indian and Thai cuisine for its sweet and tangy flavour. You can dilute in warm water for a few minutes and add to your chosen dish; or directly add to your cooking. This souring agent is used for chutneys; dips; sweet and sour dishes.Our products are manufactured in a site that handles gluten; soya; milk; nuts; peanuts; sesame; mustard; celery and sulphites.,cooking_pastes_sauces,vegetarian;vegan;gluten-free,0,published
tamarind-slab,Tamarind Slab,,Natco Tamarind pulp is used in Indian and Thai cuisine for its sweetish; tangy flavour. Dilute in warm water for a few minutes and add to your chosen dish. This souring agent is used for chutneys; dips; sweet and sour dishes.Our products are manufactured in a site that handles gluten; soya; milk; nuts; peanuts; sesame; mustard; celery and sulphites.,pantry_tamarind_canned,vegetarian;vegan;gluten-free,0,published
tamarind-wet,Tamarind Wet,,Natco Tamarind is used in Indian and Thai cuisine for its sweetish; tangy flavour. Dilute in warm water for a few minutes and add to your chosen dish. This souring agent is used for chutneys; dips; sweet and sour dishes.Our products are manufactured in a site that handles gluten; soya; milk; nuts; peanuts; sesame; mustard; celery and sulphites.,pantry_tamarind_canned,vegetarian;vegan;gluten-free,0,published
toor-dal-plain,Toor Dal Plain,,This dal is an essential for your store cupboard; used in many different curries.  Foundation Earth has given NatcoToor Dal a B rating meaning that it is an environmentally sustainable product. Foundation Earth gives each product a rating from A+ to G by assessing the farming; processing; packaging and transport. Foundation Earth is an independent; non-profit organisation that issues environmental scores on food products; enabling consumers to make more sustainable buying choices.  Here's the,lentils_dals,vegetarian;vegan;gluten-free,0,published
turmeric-powder,Turmeric Powder,,Natco Turmeric Powder is part of the same family as ginger. A colourful; mildly aromatic and versatile spice used in most Indian dishes. Use sparingly.Our products are manufactured in a site that handles gluten; soya; milk; nuts; peanuts; sesame; mustard; celery and sulphites.,powdered_spices,vegetarian;vegan;gluten-free,0,published
turmeric-powder-jar,Turmeric Powder Jar,,Natco Turmeric Powder is part of the same family as ginger. A colourful; mildly aromatic and versatile spice used in most Indian dishes. Use sparingly.Our products are manufactured in a site that handles gluten; soya; milk; nuts; peanuts; sesame; mustard; celery and sulphites.,powdered_spices,vegetarian;vegan;gluten-free,0,published
urid-dal-white,Urid Dal White,,Urid (or Urad) beans split and dehusked to produce a small pale yellow split pea (dal). This dal has many uses and is popular in North and South Indian cuisine. Great for creamy dals and soups and also used to prepare dumplings. If fried in oil; this dal will turn red and acquire a nutty flavour.  Foundation Earth has given Natco Urid Dal White a B rating meaning that it is an environmentally sustainable product. Foundation Earth gives each product a rating from A+ to G by assessing the farmin,lentils_dals,vegetarian;vegan;gluten-free,0,published
urid-beans,Urid Beans,,Urid beans are also called urad beans; black gram beans and are similar to beluga lentils or black lentils. These small black beans are a popular pulse; rich in protein and minerals. They are enjoyed for their rich; nutty taste and creamy texture. Urid beans should be soaked overnight before cooking in order to rehydrate them; then drained and cooked in ample fresh water until tender. Our products are manufactured in a site that handles gluten; soya; milk; nuts; peanuts; sesame; mustard; celery,beans_peas_pulses,vegetarian;vegan;gluten-free,0,published
urid-split,Urid Split,,Urid Split is made from Urid Beans and can be used to make dals and lentil dishes.Our products are manufactured in a site that handles gluten; soya; milk; nuts; peanuts; sesame; mustard; celery and sulphites.,lentils_dals,vegetarian;vegan;gluten-free,0,published
white-pepper-ground,White Pepper Ground,,Natco White Pepper is made from black pepper with the outer skin of the fruit removed by soaking and part fermentation. It is slightly less hot than black pepper.Our products are manufactured in a site that handles gluten; soya; milk; nuts; peanuts; sesame; mustard; celery and sulphites.,powdered_spices,vegetarian;vegan;gluten-free,0,published
white-pepper-ground-jar,White Pepper Ground Jar,,Natco White Pepper is made from black pepper with the outer skin of the fruit removed by soaking and part fermentation. It is slightly less hot than black pepper.Our products are manufactured in a site that handles gluten; soya; milk; nuts; peanuts; sesame; mustard; celery and sulphites.,powdered_spices,vegetarian;vegan;gluten-free,0,published
yellow-mustard-seeds,Yellow Mustard Seeds,,One of the most commonly used Indian spices.These are normally sauteed in hot oil; and impart a delicious mild nutty flavour to most Indian vegetable dishes.Our products are manufactured in a site that handles gluten; soya; milk; nuts; peanuts; sesame; mustard; celery and sulphites.,whole_spices_seeds,vegetarian;vegan;gluten-free,0,published
yellow-split-peas,Yellow Split Peas,,Yellow split peas are perfect for soups; with a mild and creamy taste. Naturally low in fat; high in fibre and rich in protein. Foundation Earth has given Natco Yellow Split Peas an A rating meaning that it is a very environmentally sustainable product. Foundation Earth gives each product a rating from A+ to G by assessing the farming; processing; packaging and transport. Foundation Earth is an independent; non-profit organisation that issues environmental scores on food products; enabling con,beans_peas_pulses,vegetarian;vegan;gluten-free,0,published
classic,Classic,,The world's favourite instant coffee. A universal staple.,tea_coffee,vegetarian;vegan;gluten-free,0,published
coconut-oil,Coconut Oil,,Pure coconut oil. A South Indian household essential for cooking and hair care.,cooking_oils,vegetarian;vegan;gluten-free,0,published
bourbon,Bourbon,,Parle Bourbon - chocolate cream-filled sandwich biscuits; a nostalgic Indian childhood favourite.,biscuits_crackers,vegetarian,0,published
g-glucose-biscuits,G Glucose Biscuits,,Parle-G Glucose Biscuits - India's most iconic sweetened whole wheat biscuit. The best-selling biscuit in Indian diaspora.,biscuits_crackers,vegetarian,0,published
mango-bite,Mango Bite,,Parle Mango Bite - tangy and sweet mango-flavoured toffees. A nostalgic Indian candy; 40-piece share bag.,sweets_confectionery,vegetarian,0,published
melody,Melody,,Parle Melody - chocolate-coated caramel toffees with a melt-in-the-mouth centre. 40-piece bag of India's beloved candy.,sweets_confectionery,vegetarian,0,published
monaco-salted-crackers,Monaco Salted Crackers,,Parle Monaco Salted Crackers - crispy salted savoury biscuit crackers; a popular chai-time snack.,biscuits_crackers,vegetarian,0,published
lime-pickle,Lime Pickle,,Patak's Lime Pickle - tangy and hot lime pickle with traditional Indian spices; the perfect curry accompaniment.,pickles,vegetarian,0,published
mango-chutney,Mango Chutney,,Patak's Mango Chutney - the UK's favourite sweet and tangy mango chutney; a cross-cultural classic.,chutneys_spreads,vegetarian,0,published
tikka-masala-paste,Tikka Masala Paste,,Patak's Tikka Masala Paste - concentrated spice paste for the UK's favourite curry. Ready to cook in minutes.,cooking_pastes_sauces,vegetarian,0,published
chakki-fresh-atta,Chakki Fresh Atta,,Pillsbury Chakki Fresh Atta - finely ground 100% whole wheat flour for consistently soft chapatis every time.,atta_flour,vegetarian,0,published
avakaya-mango-pickle,Avakaya Mango Pickle,,Authentic Andhra-style spicy mango pickle. A taste of home for the Telugu community.,pickles,vegetarian;vegan;gluten-free,0,published
gongura-mutton-pickle,Gongura Mutton Pickle,,Cult product â€” customers ask for this by name. Gongura leaves with tender mutton pieces. Not available in any mainstream supermarket.,pickles,,0,published
gongura-pickle,Gongura Pickle,,The #1 Telugu community differentiator. Tangy sorrel leaf pickle â€” people drive past five shops to find this.,pickles,vegetarian;vegan;gluten-free,0,published
tomato-pickle,Tomato Pickle,,Sweet and tangy tomato pickle from Andhra cuisine.,pickles,vegetarian;vegan;gluten-free,0,published
mango-concentrate,Mango Concentrate,,Instant mango drink concentrate. Just add water â€” makes 20+ glasses. Summer essential.,soft_drinks_juices,vegetarian;vegan;gluten-free,0,published
achar-gosht-masala,Achar Gosht Masala,,Tangy pickle-flavoured spice mix for a unique meat curry with pickling spices.,masalas_spice_blends,vegetarian,0,published
bombay-biryani-mix,Bombay Biryani Mix,,Shan Bombay Biryani Mix - mildly spiced blend for the classic Bombay-style biryani with dried plums.,masalas_spice_blends,vegetarian,0,published
haleem-mix,Haleem Mix,,Shan Haleem Mix - complete spice and grain blend for the legendary slow-cooked wheat; barley; lentil and mutton stew.,masalas_spice_blends,vegetarian,0,published
pilau-rice-mix,Pilau Rice Mix,,Fragrant whole-spice seasoning for aromatic pilau rice â€” the perfect biryani side.,masalas_spice_blends,vegetarian,0,published
sindhi-biryani-mix,Sindhi Biryani Mix,,Shan Sindhi Biryani Mix - tangy and spicy seasoning for authentic Sindhi-style biryani with potatoes and tomatoes.,masalas_spice_blends,vegetarian,0,published
special-beef-biryani-mix,Special Beef Biryani Mix,,Shan Special Beef Biryani Mix - richly spiced seasoning for a hearty beef biryani.,masalas_spice_blends,vegetarian,0,published
special-chicken-biryani-mix,Special Chicken Biryani Mix,,Shan Special Chicken Biryani Mix - aromatic spice blend for authentic chicken biryani with basmati rice.,masalas_spice_blends,vegetarian,0,published
special-mutton-biryani-mix,Special Mutton Biryani Mix,,Shan Special Mutton Biryani Mix - traditional spice mix for slow-cooked mutton biryani.,masalas_spice_blends,vegetarian,0,published
tea,Tea,,Premium Assam tea leaves with golden tips for a rich; aromatic cup of chai.,tea_coffee,vegetarian;vegan;gluten-free,0,published
pure-basmati,Pure Basmati,,Tilda Pure Basmati - premium aged Himalayan basmati rice; known for its long slender grains and delicate aroma.,basmati_rice,vegetarian,0,published
coarse-black-pepper,Coarse Black Pepper,,Coarse Black pepper retains a larger grind and a more powerful aroma and flavour than the finer grinds.,powdered_spices,vegetarian,0,published
coarse-cornmeal,Coarse Cornmeal,,Naturally gluten-free; cornmeal products add texture and flavour to various dishes. Cornmeal is perfect in cornbread; porridge; or even cakes. Mix with rich flavours in main dishes; sides; and sweet treats.,speciality_flours_grains,vegetarian,0,published
coarse-semolina,Coarse Semolina,,Coarse Semolina is a coarsely milled wheat used to make cereals; puddings; pasta; and sweet dishes. Semolina is quite popular in South Asian and African cuisine.,semolina_rava,vegetarian,0,published
coriander-powder-dhania,Coriander Powder (Dhania),,Thicken and flavour curry; gravy; and other sauces with our warming coriander powder. Mellow and bittersweet; this versatile spice can enhance various dishes; from sambhars to salads. It is a cupboard essential to add flavour to your cooking at a momentâ€™s notice.,powdered_spices,vegetarian,0,published
coriander-seeds-whole-dhania,Coriander Seeds (Whole Dhania),,Our aromatic and warming whole coriander is ideal for cooking authentic South Asian dishes. Mellow and bittersweet; this versatile spice can be used in various dishes; from soups to salads. Perfect for your pantry to add flavour to your cooking at a momentâ€™s notice.,whole_spices_seeds,vegetarian,0,published
crushed-chilli,Crushed Chilli,,Dial up the heat with a sprinkling of our extra hot crushed chillies. Stir into your favourite dishes or add sparingly as a table condiment to pack a punch. Our crushed chillies can invigorate everyday meals like pasta and soup for fiery flavours.,powdered_spices,vegetarian,0,published
cumin-powder,Cumin Powder,,Our warm and aromatic cumin powder is at the heart of South Asian cooking and many more cuisines. Sprinkle on stir fries; salads; or in aloo gobi and stews for a distinctive musky taste. A perfect partner to meat and vegetables.,powdered_spices,vegetarian,0,published
fenugreek-leaves,Fenugreek Leaves,,Our intense and bittersweet fenugreek leaves are an ideal spice in curries. Aromatic with a maple syrup flavour; our fenugreek leaves are a flavoursome addition to many savoury dishes. Keep it in your pantry to add flavour to everything from sauces to stews.,herbs_leaves,vegetarian,0,published
fenugreek-seeds,Fenugreek Seeds,,Our intense and bittersweet fenugreek seeds are ideal in curries. Aromatic with a maple syrup flavour; our fenugreek seeds are a flavoursome addition to many savoury dishes. Keep it in your pantry to add flavour to everything from sauces to stews.,whole_spices_seeds,vegetarian,0,published
fine-desiccated-coconut,Fine Desiccated Coconut,,Desiccated coconut is finely ground coconut; rather than bigger strips. It is high in fibre. This is also usually drier than shredded coconut.,coconut_products,vegetarian,0,published
fine-semolina,Fine Semolina,,Enjoy the lovely aroma of baking with our fine semolina. Make sweet dishes like a traditional semolina pudding or savoury favourites like pasta and pizza. This versatile ingredient is a perfect pantry staple.,semolina_rava,vegetarian,0,published
green-cardamom,Green Cardamom,,Cardamom pods are the seed pods of a tropical fruit of the ginger family; known as Elettaria cardamomum. Green cardamom is recognised as having a superior flavour.,whole_spices_seeds,vegetarian,0,published
hot-madras-curry,Hot Madras Curry,,An aromatic blend of spices that provides flavour and heat for the perfect taste to complete your dish.,masalas_spice_blends,vegetarian,0,published
mild-madras-curry-powder,Mild Madras Curry Powder,,,masalas_spice_blends,vegetarian,0,published
mung-dal,Mung Dal,,Tasty  Nutritious,lentils_dals,vegetarian,0,published
mung-dal-chilka-split-green-peas,Mung Dal Chilka (Split Green Peas),,Tasty  Nutritious,lentils_dals,vegetarian,0,published
puffed-lotus-seeds-makhana,Puffed Lotus Seeds Makhana,,TRS Puffed Lotus Seeds Makhana - roasted fox nuts; a light and healthy snack popular during fasting and as a low-calorie alternative.,pantry_tamarind_canned,vegetarian,0,published
pure-gram-flour,Pure Gram Flour,,Our stone-milled gram flour is mild; nutty; and a staple in South Asian cuisine. Make everything from pancakes to pakoras with this versatile ingredient. This earthy flour is perfect for savoury recipes.,gram_flour_besan,vegetarian,0,published
red-adzuki-beans-red-cow-peas,Red Adzuki Beans (Red Cow Peas),,Tasty  Nutritious,beans_peas_pulses,vegetarian,0,published
rosecoco-beans,Rosecoco Beans,,Tasty  Nutritious,beans_peas_pulses,vegetarian,0,published
sarson-ka-saag-spiced-mustard-greens-curry,Sarson Ka Saag (Spiced Mustard Greens Curry),,Tasty  Nutritious,pantry_tamarind_canned,vegetarian,0,published
tapioca-pearls,Tapioca Pearls,,The delicate taste of our tapioca pearls is perfect for sweet treats. Naturally gluten-free; tapioca pearls are delicious in warm or cold creations. Keep them in the cupboard for a neutral base for all your sweet drinks and puddings.,speciality_flours_grains,vegetarian,0,published
toor-dal,Toor Dal,,Tasty  Nutritious,lentils_dals,vegetarian,0,published
tumeric-powder,Tumeric Powder,,TRS Turmeric lands a wonderful; woody aroma and flavour to dals; vegetables; meat; poultry and seafood dishes. Haldi (Turmeric) is used in pilau rice which creates a golden colour.,powdered_spices,vegetarian,0,published
urid-dal,Urid Dal,,Tasty  Nutritious,lentils_dals,vegetarian,0,published
