variant_handle,vendor_handle,vendor_sku,cost_price_gbp,sourcing_depot,warehouse_aisle,lead_time_days,min_order_qty
curry-powder-hot__natco-curry-powder-hot-400g,natco_foods,natco-natco-curry-powder-hot-400g,,depot_b,B1-B3,3,6,6
curry-powder-hot__natco-curry-powder-hot-100g,natco_foods,natco-natco-curry-powder-hot-100g,,depot_b,B1-B3,3,6,6
curry-powder-medium-jar__natco-curry-powder-medium-jar-100g,natco_foods,natco-natco-curry-powder-medium-jar-100g,,depot_b,B1-B3,3,6,6
curryleaves__natco-curry-leaves-100g,natco_foods,natco-natco-curry-leaves-100g,,depot_b,B1-B3,3,6,6
fennel-seeds__natco-fennel-seeds-400g,natco_foods,natco-natco-fennel-seeds-400g,,depot_b,B1-B3,3,6,6
fennel-seeds-jar__natco-fennel-seeds-jar-100g,natco_foods,natco-natco-fennel-seeds-jar-100g,,depot_b,B1-B3,3,6,6
garlic-flakes__natco-garlic-flakes-100g,natco_foods,natco-natco-garlic-flakes-100g,,depot_b,B1-B3,3,6,6
garlic-powder__natco-garlic-powder-100g,natco_foods,natco-natco-garlic-powder-100g,,depot_b,B1-B3,3,6,6
garlic-powder-jar__natco-garlic-powder-jar-100g,natco_foods,natco-natco-garlic-powder-jar-100g,,depot_b,B1-B3,3,6,6
ginger-powder__natco-ginger-powder-100g,natco_foods,natco-natco-ginger-powder-100g,,depot_b,B1-B3,3,6,6
ground-ginger-jar__natco-ground-ginger-jar-70g,natco_foods,natco-natco-ground-ginger-jar-70g,,depot_b,B1-B3,3,6,6
kalanamak__natco-kala-namak-300g,natco_foods,natco-natco-kala-namak-300g,,depot_b,B1-B3,3,6,6
kalanamak__natco-kala-namak-100g,natco_foods,natco-natco-kala-namak-100g,,depot_b,B1-B3,3,6,6
mace-ground__natco-mace-ground-50g,natco_foods,natco-natco-mace-ground-50g,,depot_b,B1-B3,3,6,6
methi-leaves-jar__natco-methi-leaves-jar-10g,natco_foods,natco-natco-methi-leaves-jar-10g,,depot_b,B1-B3,3,6,6
methi-seeds__natco-methi-seeds-fenugreek-400g,natco_foods,natco-natco-methi-seeds-fenugreek-400g,,depot_b,B1-B3,3,6,6
methi-seeds-jar__natco-methi-seeds-jar-100g,natco_foods,natco-natco-methi-seeds-jar-100g,,depot_b,B1-B3,3,6,6
moth-beans__natco-moth-beans-2kg,natco_foods,natco-natco-moth-beans-2kg,,depot_b,B1-B3,3,6,6
moth-beans__natco-moth-beans-500g,natco_foods,natco-natco-moth-beans-500g,,depot_b,B1-B3,3,6,6
mustard-seeds__natco-mustard-seeds-400g,natco_foods,natco-natco-mustard-seeds-400g,,depot_b,B1-B3,3,6,6
mustard-seeds-black-jar__natco-mustard-seeds-black-jar-100g,natco_foods,natco-natco-mustard-seeds-black-jar-100g,,depot_b,B1-B3,3,6,6
nigella-seeds__natco-kalwanji-nigella-seeds-300g,natco_foods,natco-natco-kalwanji-nigella-seeds-300g,,depot_b,B1-B3,3,6,6
nigella-seeds-jar__natco-kalwanji-nigella-seeds-jar-100g,natco_foods,natco-natco-kalwanji-nigella-seeds-jar-100g,,depot_b,B1-B3,3,6,6
nutmeg-ground__natco-nutmeg-ground-50g,natco_foods,natco-natco-nutmeg-ground-50g,,depot_b,B1-B3,3,6,6
nutmeg-ground-jar__natco-nutmeg-ground-jar-100g,natco_foods,natco-natco-nutmeg-ground-jar-100g,,depot_b,B1-B3,3,6,6
nutmeg-whole-jar__natco-nutmeg-whole-jar-100g,natco_foods,natco-natco-nutmeg-whole-jar-100g,,depot_b,B1-B3,3,6,6
panchpuran-whole-spice__natco-panchpuran-5-whole-spice-1kg,natco_foods,natco-natco-panchpuran-5-whole-spice-1kg,,depot_b,B1-B3,3,6,6
paprika-powder__natco-paprika-powder-400g,natco_foods,natco-natco-paprika-powder-400g,,depot_b,B1-B3,3,6,6
paprika-powder-jar__natco-paprika-powder-jar-100g,natco_foods,natco-natco-paprika-powder-jar-100g,,depot_b,B1-B3,3,6,6
saffron__natco-saffron-1g,natco_foods,natco-natco-saffron-1g,,depot_b,B1-B3,3,6,6
takmuria__natco-takmuria-basil-seeds-100g,natco_foods,natco-natco-takmuria-basil-seeds-100g,,depot_b,B1-B3,3,6,6
tamarind-paste-jar__natco-tamarind-paste-jar-250g,natco_foods,natco-natco-tamarind-paste-jar-250g,,depot_b,B1-B3,3,6,6
tamarindslab__natco-tamarind-slab-200g,natco_foods,natco-natco-tamarind-slab-200g,,depot_b,B1-B3,3,6,6
tamarindwet__natco-tamarind-wet-400g,natco_foods,natco-natco-tamarind-wet-400g,,depot_b,B1-B3,3,6,6
toor-dal-oily1__natco-toor-dal-oily-2kg,natco_foods,natco-natco-toor-dal-oily-2kg,,depot_b,B1-B3,3,6,6
toor-dal-oily1__natco-toor-dal-oily-1kg,natco_foods,natco-natco-toor-dal-oily-1kg,,depot_b,B1-B3,3,6,6
toor-dal-plain__natco-toor-dal-plain-2kg,natco_foods,natco-natco-toor-dal-plain-2kg,,depot_b,B1-B3,3,6,6
toor-dal-plain__natco-toor-dal-plain-500g,natco_foods,natco-natco-toor-dal-plain-500g,,depot_b,B1-B3,3,6,6
turmeric-powder__natco-turmeric-powder-400g,natco_foods,natco-natco-turmeric-powder-400g,,depot_b,B1-B3,3,6,6
turmeric-powder-jar__natco-turmeric-powder-jar-100g,natco_foods,natco-natco-turmeric-powder-jar-100g,,depot_b,B1-B3,3,6,6
urid-dal-white__natco-urid-dal-white-2kg,natco_foods,natco-natco-urid-dal-white-2kg,,depot_b,B1-B3,3,6,6
urid-dal-white__natco-urid-dal-white-1kg,natco_foods,natco-natco-urid-dal-white-1kg,,depot_b,B1-B3,3,6,6
uridbeans__natco-urid-beans-2kg,natco_foods,natco-natco-urid-beans-2kg,,depot_b,B1-B3,3,6,6
uridbeans__natco-urid-beans-1kg,natco_foods,natco-natco-urid-beans-1kg,,depot_b,B1-B3,3,6,6
uridsplit1__natco-urid-split-2kg,natco_foods,natco-natco-urid-split-2kg,,depot_b,B1-B3,3,6,6
uridsplit1__natco-urid-split-500g,natco_foods,natco-natco-urid-split-500g,,depot_b,B1-B3,3,6,6
white-pepper-ground__natco-white-pepper-ground-100g,natco_foods,natco-natco-white-pepper-ground-100g,,depot_b,B1-B3,3,6,6
white-pepper-ground-jar__natco-white-pepper-ground-jar-100g,natco_foods,natco-natco-white-pepper-ground-jar-100g,,depot_b,B1-B3,3,6,6
yellow-mustard-seeds__natco-yellow-mustard-seeds-300g,natco_foods,natco-natco-yellow-mustard-seeds-300g,,depot_b,B1-B3,3,6,6
yellow-split-peas1__natco-yellow-split-peas-2kg,natco_foods,natco-natco-yellow-split-peas-2kg,,depot_b,B1-B3,3,6,6
yellow-split-peas1__natco-yellow-split-peas-1kg,natco_foods,natco-natco-yellow-split-peas-1kg,,depot_b,B1-B3,3,6,6
national-mango-pickle__national-mango-pickle-500g,multiple_suppliers,national-foods-national-mango-pickle-500g,,default_depot,G1-G8,3,6,6
national-mixed-pickle__national-mixed-pickle-300g,multiple_suppliers,national-foods-national-mixed-pickle-300g,,default_depot,G1-G8,3,6,6
nescafe-classic__nescafe-classic-200g,multiple_suppliers,nescafe-nescafe-classic-200g,,default_depot,G1-G8,3,6,6
parachute-coconut-oil__parachute-coconut-oil-500ml,multiple_suppliers,parachute-parachute-coconut-oil-500ml,,default_depot,G1-G8,3,6,6
parle-bourbon__parle-parle-bourbon-200g,parle_products,parle-parle-parle-bourbon-200g,,default_depot,G1-G8,3,6,6
parle-g-glucose-biscuits__parle-parle-g-glucose-biscuits-400g,parle_products,parle-parle-parle-g-glucose-biscuits-400g,,default_depot,G1-G8,3,6,6
parle-g-glucose-biscuits__parle-parle-g-glucose-biscuits-1kg,parle_products,parle-parle-parle-g-glucose-biscuits-1kg,,default_depot,G1-G8,3,6,6
parle-mango-bite-40-piece-bag__parle-parle-mango-bite-40-piece-bag,parle_products,parle-parle-parle-mango-bite-40-piece-bag,,default_depot,G1-G8,3,6,6
parle-melody-40-piece-bag__parle-parle-melody-40-piece-bag,parle_products,parle-parle-parle-melody-40-piece-bag,,default_depot,G1-G8,3,6,6
parle-monaco-salted-crackers__parle-parle-monaco-salted-crackers-200g,parle_products,parle-parle-parle-monaco-salted-crackers-200g,,default_depot,G1-G8,3,6,6
pataks-lime-pickle__pataks-pataks-lime-pickle-283g,ab_world_foods,pataks-pataks-pataks-lime-pickle-283g,,default_depot,G1-G8,3,6,6
pataks-mango-chutney__pataks-pataks-mango-chutney-340g,ab_world_foods,pataks-pataks-pataks-mango-chutney-340g,,default_depot,G1-G8,3,6,6
pataks-mixed-pickle__pataks-pataks-mixed-pickle-283g,ab_world_foods,pataks-pataks-pataks-mixed-pickle-283g,,default_depot,G1-G8,3,6,6
pataks-tikka-masala-paste__pataks-pataks-tikka-masala-paste-290g,ab_world_foods,pataks-pataks-pataks-tikka-masala-paste-290g,,default_depot,G1-G8,3,6,6
pillsbury-chakki-fresh-atta__pillsbury-pillsbury-chakki-fresh-atta-5kg,multiple_suppliers,pillsbury-pillsbury-pillsbury-chakki-fresh-atta-5kg,,default_depot,G1-G8,3,6,6
pillsbury-chakki-fresh-atta__pillsbury-pillsbury-chakki-fresh-atta-10kg,multiple_suppliers,pillsbury-pillsbury-pillsbury-chakki-fresh-atta-10kg,,default_depot,G1-G8,3,6,6
priya-avakaya-mango-pickle__priya-avakaya-mango-500g,priya_foods,priya-priya-avakaya-mango-500g,,default_depot,G1-G8,3,6,6
priya-garlic-pickle__priya-garlic-pickle-300g,priya_foods,priya-priya-garlic-pickle-300g,,default_depot,G1-G8,3,6,6
priya-gongura-mutton-pickle__priya-gongura-mutton-300g,priya_foods,priya-priya-gongura-mutton-300g,,default_depot,G1-G8,3,6,6
priya-gongura-pickle__priya-gongura-pickle-300g,priya_foods,priya-priya-gongura-pickle-300g,,default_depot,G1-G8,3,6,6
priya-lemon-pickle__priya-lemon-pickle-500g,priya_foods,priya-priya-lemon-pickle-500g,,default_depot,G1-G8,3,6,6
priya-tomato-pickle__priya-tomato-pickle-300g,priya_foods,priya-priya-tomato-pickle-300g,,default_depot,G1-G8,3,6,6
rasna-mango-concentrate__rasna-mango-750ml,multiple_suppliers,rasna-rasna-mango-750ml,,default_depot,G1-G8,3,6,6
shan-achar-gosht-masala__shan-achar-gosht-50g,shan_foods,shan-shan-achar-gosht-50g,,depot_b,B1-B3,3,6,6
shan-bombay-biryani-mix__shan-shan-bombay-biryani-mix-60g,shan_foods,shan-shan-shan-bombay-biryani-mix-60g,,depot_b,B1-B3,3,6,6
shan-haleem-mix__shan-shan-haleem-mix-300g,shan_foods,shan-shan-shan-haleem-mix-300g,,depot_b,B1-B3,3,6,6
shan-pilau-rice-mix__shan-pilau-rice-50g,shan_foods,shan-shan-pilau-rice-50g,,depot_b,B1-B3,3,6,6
shan-sindhi-biryani-mix__shan-shan-sindhi-biryani-mix-65g,shan_foods,shan-shan-shan-sindhi-biryani-mix-65g,,depot_b,B1-B3,3,6,6
shan-special-beef-biryani-mix__shan-shan-special-beef-biryani-mix-60g,shan_foods,shan-shan-shan-special-beef-biryani-mix-60g,,depot_b,B1-B3,3,6,6
shan-special-chicken-biryani-mix__shan-shan-special-chicken-biryani-mix-60g,shan_foods,shan-shan-shan-special-chicken-biryani-mix-60g,,depot_b,B1-B3,3,6,6
shan-special-mutton-biryani-mix__shan-shan-special-mutton-biryani-mix-60g,shan_foods,shan-shan-shan-special-mutton-biryani-mix-60g,,depot_b,B1-B3,3,6,6
tata-gold-tea__tata-gold-tea-500g,multiple_suppliers,tata-gold-tata-gold-tea-500g,,default_depot,G1-G8,3,6,6
tata-gold-tea__tata-gold-tea-1kg,multiple_suppliers,tata-gold-tata-gold-tea-1kg,,default_depot,G1-G8,3,6,6
tilda-pure-basmati__tilda-tilda-pure-basmati-2kg,multiple_suppliers,tilda-tilda-tilda-pure-basmati-2kg,,default_depot,G1-G8,3,6,6
tilda-pure-basmati__tilda-tilda-pure-basmati-5kg,multiple_suppliers,tilda-tilda-tilda-pure-basmati-5kg,,default_depot,G1-G8,3,6,6
tilda-pure-basmati__tilda-tilda-pure-basmati-10kg,multiple_suppliers,tilda-tilda-tilda-pure-basmati-10kg,,default_depot,G1-G8,3,6,6
trs-coarse-black-pepper__trs-trs-coarse-black-pepper-100g,trs_vibrant,trs-trs-trs-coarse-black-pepper-100g,,depot_a,A1-A4,3,6,6
trs-coarse-black-pepper__trs-trs-coarse-black-pepper-1kg,trs_vibrant,trs-trs-trs-coarse-black-pepper-1kg,,depot_a,A1-A4,3,6,6
trs-coarse-black-pepper__trs-trs-coarse-black-pepper-400g,trs_vibrant,trs-trs-trs-coarse-black-pepper-400g,,depot_a,A1-A4,3,6,6
trs-coarse-cornmeal__trs-trs-coarse-cornmeal-15kg,trs_vibrant,trs-trs-trs-coarse-cornmeal-15kg,,depot_a,A1-A4,3,6,6
trs-coarse-cornmeal__trs-trs-coarse-cornmeal-500g,trs_vibrant,trs-trs-trs-coarse-cornmeal-500g,,depot_a,A1-A4,3,6,6
trs-coarse-cornmeal__trs-trs-coarse-cornmeal-5kg,trs_vibrant,trs-trs-trs-coarse-cornmeal-5kg,,depot_a,A1-A4,3,6,6
trs-coarse-semolina__trs-trs-coarse-semolina-15kg,trs_vibrant,trs-trs-trs-coarse-semolina-15kg,,depot_a,A1-A4,3,6,6
trs-coarse-semolina__trs-trs-coarse-semolina-500g,trs_vibrant,trs-trs-trs-coarse-semolina-500g,,depot_a,A1-A4,3,6,6
trs-coarse-semolina__trs-trs-coarse-semolina-5kg,trs_vibrant,trs-trs-trs-coarse-semolina-5kg,,depot_a,A1-A4,3,6,6
trs-coriander-powder-dhania__trs-trs-coriander-powder-dhania-100g,trs_vibrant,trs-trs-trs-coriander-powder-dhania-100g,,depot_a,A1-A4,3,6,6
trs-coriander-powder-dhania__trs-trs-coriander-powder-dhania-1kg,trs_vibrant,trs-trs-trs-coriander-powder-dhania-1kg,,depot_a,A1-A4,3,6,6
trs-coriander-powder-dhania__trs-trs-coriander-powder-dhania-200g,trs_vibrant,trs-trs-trs-coriander-powder-dhania-200g,,depot_a,A1-A4,3,6,6
trs-coriander-powder-dhania__trs-trs-coriander-powder-dhania-400g,trs_vibrant,trs-trs-trs-coriander-powder-dhania-400g,,depot_a,A1-A4,3,6,6
trs-coriander-powder-dhania__trs-trs-coriander-powder-dhania-5kg,trs_vibrant,trs-trs-trs-coriander-powder-dhania-5kg,,depot_a,A1-A4,3,6,6
trs-coriander-seeds-whole-dhania__trs-trs-coriander-seeds-whole-dhania-100g,trs_vibrant,trs-trs-trs-coriander-seeds-whole-dhania-100g,,depot_a,A1-A4,3,6,6
trs-coriander-seeds-whole-dhania__trs-trs-coriander-seeds-whole-dhania-250g,trs_vibrant,trs-trs-trs-coriander-seeds-whole-dhania-250g,,depot_a,A1-A4,3,6,6
trs-coriander-seeds-whole-dhania__trs-trs-coriander-seeds-whole-dhania-3kg,trs_vibrant,trs-trs-trs-coriander-seeds-whole-dhania-3kg,,depot_a,A1-A4,3,6,6
trs-coriander-seeds-whole-dhania__trs-trs-coriander-seeds-whole-dhania-750g,trs_vibrant,trs-trs-trs-coriander-seeds-whole-dhania-750g,,depot_a,A1-A4,3,6,6
trs-crushed-chilli__trs-trs-crushed-chilli-100g,trs_vibrant,trs-trs-trs-crushed-chilli-100g,,depot_a,A1-A4,3,6,6
trs-crushed-chilli__trs-trs-crushed-chilli-250g,trs_vibrant,trs-trs-trs-crushed-chilli-250g,,depot_a,A1-A4,3,6,6
trs-crushed-chilli__trs-trs-crushed-chilli-3kg,trs_vibrant,trs-trs-trs-crushed-chilli-3kg,,depot_a,A1-A4,3,6,6
trs-crushed-chilli__trs-trs-crushed-chilli-750g,trs_vibrant,trs-trs-trs-crushed-chilli-750g,,depot_a,A1-A4,3,6,6
trs-cumin-powder__trs-trs-cumin-powder-100g,trs_vibrant,trs-trs-trs-cumin-powder-100g,,depot_a,A1-A4,3,6,6
trs-cumin-powder__trs-trs-cumin-powder-400g,trs_vibrant,trs-trs-trs-cumin-powder-400g,,depot_a,A1-A4,3,6,6
trs-cumin-powder__trs-trs-cumin-powder-1kg,trs_vibrant,trs-trs-trs-cumin-powder-1kg,,depot_a,A1-A4,3,6,6
trs-cumin-powder__trs-trs-cumin-powder-5kg,trs_vibrant,trs-trs-trs-cumin-powder-5kg,,depot_a,A1-A4,3,6,6
trs-cumin-seeds__trs-trs-cumin-seeds-100g,trs_vibrant,trs-trs-trs-cumin-seeds-100g,,depot_a,A1-A4,3,6,6
trs-cumin-seeds__trs-trs-cumin-seeds-1kg,trs_vibrant,trs-trs-trs-cumin-seeds-1kg,,depot_a,A1-A4,3,6,6
trs-cumin-seeds__trs-trs-cumin-seeds-400g,trs_vibrant,trs-trs-trs-cumin-seeds-400g,,depot_a,A1-A4,3,6,6
trs-cumin-seeds__trs-trs-cumin-seeds-4kg,trs_vibrant,trs-trs-trs-cumin-seeds-4kg,,depot_a,A1-A4,3,6,6
trs-fennel-seeds__trs-trs-fennel-seeds-100g,trs_vibrant,trs-trs-trs-fennel-seeds-100g,,depot_a,A1-A4,3,6,6
trs-fennel-seeds__trs-trs-fennel-seeds-1kg,trs_vibrant,trs-trs-trs-fennel-seeds-1kg,,depot_a,A1-A4,3,6,6
trs-fennel-seeds__trs-trs-fennel-seeds-400g,trs_vibrant,trs-trs-trs-fennel-seeds-400g,,depot_a,A1-A4,3,6,6
trs-fenugreek-leaves__trs-trs-fenugreek-leaves-100g,trs_vibrant,trs-trs-trs-fenugreek-leaves-100g,,depot_a,A1-A4,3,6,6
trs-fenugreek-leaves__trs-trs-fenugreek-leaves-1kg,trs_vibrant,trs-trs-trs-fenugreek-leaves-1kg,,depot_a,A1-A4,3,6,6
trs-fenugreek-leaves__trs-trs-fenugreek-leaves-300g,trs_vibrant,trs-trs-trs-fenugreek-leaves-300g,,depot_a,A1-A4,3,6,6
trs-fenugreek-leaves__trs-trs-fenugreek-leaves-50g,trs_vibrant,trs-trs-trs-fenugreek-leaves-50g,,depot_a,A1-A4,3,6,6
trs-fenugreek-seeds__trs-trs-fenugreek-seeds-50g,trs_vibrant,trs-trs-trs-fenugreek-seeds-50g,,depot_a,A1-A4,3,6,6
trs-fenugreek-seeds__trs-trs-fenugreek-seeds-100g,trs_vibrant,trs-trs-trs-fenugreek-seeds-100g,,depot_a,A1-A4,3,6,6
trs-fenugreek-seeds__trs-trs-fenugreek-seeds-300g,trs_vibrant,trs-trs-trs-fenugreek-seeds-300g,,depot_a,A1-A4,3,6,6
trs-fenugreek-seeds__trs-trs-fenugreek-seeds-1kg,trs_vibrant,trs-trs-trs-fenugreek-seeds-1kg,,depot_a,A1-A4,3,6,6
trs-fine-desiccated-coconut__trs-trs-fine-desiccated-coconut-300g,trs_vibrant,trs-trs-trs-fine-desiccated-coconut-300g,,depot_a,A1-A4,3,6,6
trs-fine-desiccated-coconut__trs-trs-fine-desiccated-coconut-1kg,trs_vibrant,trs-trs-trs-fine-desiccated-coconut-1kg,,depot_a,A1-A4,3,6,6
trs-fine-semolina__trs-trs-fine-semolina-15kg,trs_vibrant,trs-trs-trs-fine-semolina-15kg,,depot_a,A1-A4,3,6,6
trs-fine-semolina__trs-trs-fine-semolina-500g,trs_vibrant,trs-trs-trs-fine-semolina-500g,,depot_a,A1-A4,3,6,6
trs-fine-semolina__trs-trs-fine-semolina-5kg,trs_vibrant,trs-trs-trs-fine-semolina-5kg,,depot_a,A1-A4,3,6,6
trs-garam-masala__trs-trs-garam-masala-100g,trs_vibrant,trs-trs-trs-garam-masala-100g,,depot_a,A1-A4,3,6,6
trs-garam-masala__trs-trs-garam-masala-200g,trs_vibrant,trs-trs-trs-garam-masala-200g,,depot_a,A1-A4,3,6,6
trs-garam-masala__trs-trs-garam-masala-400g,trs_vibrant,trs-trs-trs-garam-masala-400g,,depot_a,A1-A4,3,6,6
trs-garam-masala__trs-trs-garam-masala-500g,trs_vibrant,trs-trs-trs-garam-masala-500g,,depot_a,A1-A4,3,6,6
trs-garam-masala__trs-trs-garam-masala-1kg,trs_vibrant,trs-trs-trs-garam-masala-1kg,,depot_a,A1-A4,3,6,6
trs-garam-masala__trs-trs-garam-masala-5kg,trs_vibrant,trs-trs-trs-garam-masala-5kg,,depot_a,A1-A4,3,6,6
trs-garlic-powder__trs-trs-garlic-powder-100g,trs_vibrant,trs-trs-trs-garlic-powder-100g,,depot_a,A1-A4,3,6,6
trs-garlic-powder__trs-trs-garlic-powder-1kg,trs_vibrant,trs-trs-trs-garlic-powder-1kg,,depot_a,A1-A4,3,6,6
trs-garlic-powder__trs-trs-garlic-powder-400g,trs_vibrant,trs-trs-trs-garlic-powder-400g,,depot_a,A1-A4,3,6,6
trs-ginger-paste__trs-trs-ginger-paste-1kg,trs_vibrant,trs-trs-trs-ginger-paste-1kg,,depot_a,A1-A4,3,6,6
trs-ginger-powder__trs-trs-ginger-powder-100g,trs_vibrant,trs-trs-trs-ginger-powder-100g,,depot_a,A1-A4,3,6,6
trs-ginger-powder__trs-trs-ginger-powder-400g,trs_vibrant,trs-trs-trs-ginger-powder-400g,,depot_a,A1-A4,3,6,6
trs-ginger-powder__trs-trs-ginger-powder-1kg,trs_vibrant,trs-trs-trs-ginger-powder-1kg,,depot_a,A1-A4,3,6,6
trs-green-cardamom__trs-trs-green-cardamom-200g,trs_vibrant,trs-trs-trs-green-cardamom-200g,,depot_a,A1-A4,3,6,6
trs-green-cardamom__trs-trs-green-cardamom-50g,trs_vibrant,trs-trs-trs-green-cardamom-50g,,depot_a,A1-A4,3,6,6
trs-green-cardamom__trs-trs-green-cardamom-750g,trs_vibrant,trs-trs-trs-green-cardamom-750g,,depot_a,A1-A4,3,6,6
trs-green-lentils__trs-trs-green-lentils-500g,trs_vibrant,trs-trs-trs-green-lentils-500g,,depot_a,A1-A4,3,6,6
trs-green-lentils__trs-trs-green-lentils-1kg,trs_vibrant,trs-trs-trs-green-lentils-1kg,,depot_a,A1-A4,3,6,6
trs-green-lentils__trs-trs-green-lentils-2kg,trs_vibrant,trs-trs-trs-green-lentils-2kg,,depot_a,A1-A4,3,6,6
trs-ground-rice__trs-trs-ground-rice-15kg,trs_vibrant,trs-trs-trs-ground-rice-15kg,,depot_a,A1-A4,3,6,6
trs-ground-rice__trs-trs-ground-rice-500g,trs_vibrant,trs-trs-trs-ground-rice-500g,,depot_a,A1-A4,3,6,6
trs-ground-rice__trs-trs-ground-rice-5kg,trs_vibrant,trs-trs-trs-ground-rice-5kg,,depot_a,A1-A4,3,6,6
trs-hot-madras-curry__trs-trs-hot-madras-curry-100g,trs_vibrant,trs-trs-trs-hot-madras-curry-100g,,depot_a,A1-A4,3,6,6
trs-hot-madras-curry__trs-trs-hot-madras-curry-400g,trs_vibrant,trs-trs-trs-hot-madras-curry-400g,,depot_a,A1-A4,3,6,6
trs-mild-madras-curry-powder__trs-trs-mild-madras-curry-powder-1kg,trs_vibrant,trs-trs-trs-mild-madras-curry-powder-1kg,,depot_a,A1-A4,3,6,6
trs-mild-madras-curry-powder__trs-trs-mild-madras-curry-powder-2kg,trs_vibrant,trs-trs-trs-mild-madras-curry-powder-2kg,,depot_a,A1-A4,3,6,6
trs-mild-madras-curry-powder__trs-trs-mild-madras-curry-powder-400g,trs_vibrant,trs-trs-trs-mild-madras-curry-powder-400g,,depot_a,A1-A4,3,6,6
trs-mild-madras-curry-powder__trs-trs-mild-madras-curry-powder-500g,trs_vibrant,trs-trs-trs-mild-madras-curry-powder-500g,,depot_a,A1-A4,3,6,6
trs-mild-madras-curry-powder__trs-trs-mild-madras-curry-powder-5kg,trs_vibrant,trs-trs-trs-mild-madras-curry-powder-5kg,,depot_a,A1-A4,3,6,6
trs-moth-beans__trs-trs-moth-beans-500g,trs_vibrant,trs-trs-trs-moth-beans-500g,,depot_a,A1-A4,3,6,6
trs-moth-beans__trs-trs-moth-beans-1kg,trs_vibrant,trs-trs-trs-moth-beans-1kg,,depot_a,A1-A4,3,6,6
trs-moth-beans__trs-trs-moth-beans-2kg,trs_vibrant,trs-trs-trs-moth-beans-2kg,,depot_a,A1-A4,3,6,6
trs-mung-beans__trs-trs-mung-beans-500g,trs_vibrant,trs-trs-trs-mung-beans-500g,,depot_a,A1-A4,3,6,6
trs-mung-beans__trs-trs-mung-beans-1kg,trs_vibrant,trs-trs-trs-mung-beans-1kg,,depot_a,A1-A4,3,6,6
trs-mung-beans__trs-trs-mung-beans-2kg,trs_vibrant,trs-trs-trs-mung-beans-2kg,,depot_a,A1-A4,3,6,6
trs-mung-beans__trs-trs-mung-beans-5kg,trs_vibrant,trs-trs-trs-mung-beans-5kg,,depot_a,A1-A4,3,6,6
trs-mung-beans__trs-trs-mung-beans,trs_vibrant,trs-trs-trs-mung-beans,,depot_a,A1-A4,3,6,6
trs-mung-dal__trs-trs-mung-dal-500g,trs_vibrant,trs-trs-trs-mung-dal-500g,,depot_a,A1-A4,3,6,6
trs-mung-dal__trs-trs-mung-dal-1kg,trs_vibrant,trs-trs-trs-mung-dal-1kg,,depot_a,A1-A4,3,6,6
trs-mung-dal__trs-trs-mung-dal-2kg,trs_vibrant,trs-trs-trs-mung-dal-2kg,,depot_a,A1-A4,3,6,6
trs-mung-dal__trs-trs-mung-dal-5kg,trs_vibrant,trs-trs-trs-mung-dal-5kg,,depot_a,A1-A4,3,6,6
trs-mung-dal__trs-trs-mung-dal-25kg,trs_vibrant,trs-trs-trs-mung-dal-25kg,,depot_a,A1-A4,3,6,6
trs-mung-dal-chilka-split-green-peas__trs-trs-mung-dal-chilka-split-green-peas-500g,trs_vibrant,trs-trs-trs-mung-dal-chilka-split-green-peas-500g,,depot_a,A1-A4,3,6,6
trs-mung-dal-chilka-split-green-peas__trs-trs-mung-dal-chilka-split-green-peas-1kg,trs_vibrant,trs-trs-trs-mung-dal-chilka-split-green-peas-1kg,,depot_a,A1-A4,3,6,6
trs-mung-dal-chilka-split-green-peas__trs-trs-mung-dal-chilka-split-green-peas-2kg,trs_vibrant,trs-trs-trs-mung-dal-chilka-split-green-peas-2kg,,depot_a,A1-A4,3,6,6
trs-paprika-powder__trs-trs-paprika-powder-100g,trs_vibrant,trs-trs-trs-paprika-powder-100g,,depot_a,A1-A4,3,6,6
trs-paprika-powder__trs-trs-paprika-powder-1kg,trs_vibrant,trs-trs-trs-paprika-powder-1kg,,depot_a,A1-A4,3,6,6
trs-paprika-powder__trs-trs-paprika-powder-400g,trs_vibrant,trs-trs-trs-paprika-powder-400g,,depot_a,A1-A4,3,6,6
trs-paprika-powder__trs-trs-paprika-powder-5kg,trs_vibrant,trs-trs-trs-paprika-powder-5kg,,depot_a,A1-A4,3,6,6
trs-popcorn__trs-trs-popcorn-2kg,trs_vibrant,trs-trs-trs-popcorn-2kg,,depot_a,A1-A4,3,6,6
trs-popcorn__trs-trs-popcorn-500g,trs_vibrant,trs-trs-trs-popcorn-500g,,depot_a,A1-A4,3,6,6
trs-puffed-lotus-seeds-makhana__trs-trs-puffed-lotus-seeds-makhana-100g,trs_vibrant,trs-trs-trs-puffed-lotus-seeds-makhana-100g,,depot_a,A1-A4,3,6,6
trs-pure-gram-flour__trs-trs-pure-gram-flour-1kg,trs_vibrant,trs-trs-trs-pure-gram-flour-1kg,,depot_a,A1-A4,3,6,6
trs-pure-gram-flour__trs-trs-pure-gram-flour-20kg,trs_vibrant,trs-trs-trs-pure-gram-flour-20kg,,depot_a,A1-A4,3,6,6
trs-pure-gram-flour__trs-trs-pure-gram-flour-2kg,trs_vibrant,trs-trs-trs-pure-gram-flour-2kg,,depot_a,A1-A4,3,6,6
